CustomerID,Recency,Frequency,Monetary
13067,489,4,99.68
13068,499,2,21.76
13069,499,1,26.14
13070,499,1,214.95
13071,371,2,30.32
13072,499,1,29.99
13073,499,1,13.97
13074,448,7,322.66
13075,499,1,13.97
13076,27,9,251.79
13077,499,1,17.9
13078,22,6,433.08
13079,204,2,32.25
13080,499,1,22.99
13081,481,2,35.12
13082,499,1,11.77
13083,499,1,10.77
13084,499,1,9.77
13085,399,4,267.09
13086,499,1,11.77
13087,499,1,27.94
13088,423,2,80.15
13089,499,1,214.51
13090,39,2,80.7
13091,499,1,17.3
13092,318,2,30.72
13093,20,8,597.13
13094,56,6,408.36
13095,499,1,9.97
13096,499,1,14.96
13097,497,1,30.32
13098,499,1,11.77
13099,97,8,291.61
13100,476,1,29.92
13101,61,2,27.26
13102,499,1,14.96
13103,360,2,28.56
13104,499,1,6.79
13105,290,4,116.79
13106,58,7,193.94
13107,499,1,25.74
13108,475,2,51.9
13109,437,2,31.74
13110,499,1,24.94
13111,471,2,71.64
13112,305,2,19.96
13113,211,2,117.18
13114,44,4,127.27
13115,499,1,15.36
13116,66,6,81.1
13117,16,12,214.63
13118,156,2,39.83
13119,236,5,190.13
13120,499,1,20.3
13121,311,29,582.39
13122,324,7,490.1
13123,499,1,15.36
13124,483,2,69.67
13125,499,1,14.9
13126,191,4,101.34
13127,28,3,38.8
13128,82,6,94.17
13129,74,3,50.03
13130,498,1,37.94
13131,498,1,55.47
13132,498,1,28.93
13133,456,2,62.25
13134,371,3,107.4
13135,498,1,27.73
13136,317,2,51.35
13137,499,1,9.77
13138,498,1,58.66
13139,498,1,16.99
13140,498,1,10.77
13141,498,1,33.4
13142,478,2,32.72
13143,498,1,15.96
13144,498,1,17.9
13145,170,5,106.7
13146,498,1,14.37
13147,83,4,165.73
13148,239,2,42.92
13149,209,6,97.64
13150,493,2,28.93
13151,496,1,14.96
13152,498,1,75.39
13153,296,4,39.73
13154,498,1,18.76
13155,498,1,15.76
13156,120,3,44.87
13157,498,1,155.37
13158,498,1,40.09
13159,455,3,53.44
13160,496,2,58.36
13161,115,3,113.3
13162,88,3,53.2
13163,104,5,93.03
13164,74,6,178.87
13165,498,1,28.99
13166,497,1,46.75
13167,38,50,3898.7
13168,108,8,150.3
13169,487,2,26.19
13170,393,5,62.44
13171,146,5,472.28
13172,10,17,803.84
13173,62,4,103.95
13174,258,2,80.46
13175,207,2,28.75
13176,464,2,154.13
13177,157,3,38.05
13178,135,7,146.82
13179,498,1,75.41
13180,498,1,19.99
13181,162,4,71.17
13182,136,5,188.46
13183,3,3,230.37
13184,498,1,33.98
13185,489,1,15.36
13186,213,3,129.61
13187,498,1,32.54
13188,498,1,26.56
13189,498,1,13.77
13190,161,6,228.11
13191,455,2,25.54
13192,498,1,25.99
13193,498,1,15.96
13194,226,7,271.57
13195,498,1,55.77
13196,236,8,285.96
13197,498,1,13.97
13198,498,1,56.05
13199,498,1,28.74
13200,498,1,56.06
13201,498,1,13.97
13202,498,1,13.97
13203,498,1,74.83
13204,498,1,39.11
13205,487,1,14.37
13206,20,4,146.77
13207,281,5,250.53
13208,498,1,31.67
13209,498,1,9.98
13210,192,3,65.31
13211,275,2,52.01
13212,285,7,613.94
13213,88,6,133.53
13214,369,3,43.29
13215,498,1,12.97
13216,498,1,13.77
13217,498,1,11.99
13218,498,1,12.77
13219,467,1,137.04
13220,498,1,89.74
13221,497,1,12.49
13222,199,3,52.01
13223,197,3,93.01
13224,481,3,124.54
13225,498,1,6.77
13226,498,1,27.73
13227,97,12,361.56
13228,498,1,24.73
13229,498,1,13.97
13230,460,2,33.53
13231,468,3,46.14
13232,481,2,28.13
13233,326,3,69.38
13234,447,2,37.98
13235,63,3,29.26
13236,474,2,47.32
13237,229,3,69.72
13238,498,1,11.7
13239,498,1,51.5
13240,498,1,13.77
13241,492,2,34.72
13242,387,2,58.2
13243,260,2,30.46
13244,498,1,44.29
13245,48,5,179.71
13246,498,1,40.76
13247,498,1,6.49
13248,6,4,122.07
13249,468,3,61.68
13250,322,2,45.27
13251,498,1,10.77
13252,74,2,34.62
13253,219,2,29.48
13254,477,2,25.35
13255,498,1,12.49
13256,498,1,30.14
13257,498,1,14.79
13258,212,3,60.25
13259,495,3,46.11
13260,498,1,13.97
13261,30,9,152.12
13262,309,2,158.4
13263,334,2,380.83
13264,140,4,80.45
13265,153,10,172.69
13266,317,10,143.83
13267,498,1,19.99
13268,463,2,74.6
13269,486,1,11.77
13270,259,2,99.23
13271,498,1,13.97
13272,498,1,26.99
13273,498,1,30.72
13274,189,3,166.25
13275,19,13,408.26
13276,498,1,16.36
13277,337,4,222.86
13278,498,1,14.96
13279,74,3,62.9
13280,334,2,39.71
13281,465,2,37.54
13282,487,2,49.1
13283,498,1,29.92
13284,498,1,11.77
13285,338,2,41.51
13286,498,1,23.54
13287,462,2,30.92
13288,32,7,282.89
13289,498,1,25.77
13290,482,1,20.78
13291,302,2,29.33
13292,175,3,88.61
13293,498,1,12.77
13294,498,1,37.75
13295,498,1,68.1
13296,456,3,69.58
13297,31,7,211.87
13298,338,3,44.7
13299,498,1,14.96
13300,498,1,14.99
13301,498,1,8.97
13302,498,1,64.87
13303,412,2,110.94
13304,497,1,140.93
13305,349,3,57.67
13306,405,2,119.49
13307,351,2,55.46
13308,498,1,74.41
13309,498,1,27.99
13310,498,1,15.96
13311,498,1,35.31
13312,498,1,64.96
13313,393,2,217.7
13314,346,3,121.44
13315,498,1,38.9
13316,79,8,122.98
13317,498,1,39.72
13318,498,1,50.68
13319,48,5,117.45
13320,447,3,44.97
13321,498,1,11.99
13322,498,1,15.96
13323,109,5,207.23
13324,498,1,11.77
13325,498,1,15.36
13326,441,2,25.74
13327,498,2,27.73
13328,34,10,579.63
13329,252,2,53.97
13330,488,4,108.84
13331,498,1,16.67
13332,13,15,488.92
13333,498,1,19.97
13334,498,1,15.36
13335,53,8,139.25
13336,493,2,22.54
13337,105,5,79.07
13338,111,4,187.83
13339,440,3,43.29
13340,498,1,66.93
13341,498,1,13.76
13342,207,3,38.15
13343,498,1,44.69
13344,498,1,30.72
13345,126,8,337.02
13346,32,4,162.27
13347,498,1,15.9
13348,428,5,250.02
13349,498,1,13.97
13350,364,4,69.91
13351,315,3,170.0
13352,498,1,5.78
13353,498,1,27.99
13354,124,2,39.42
13355,498,1,40.3
13356,498,1,13.97
13357,498,1,31.72
13358,498,1,41.91
13359,496,1,13.97
13360,498,1,48.97
13361,373,4,530.44
13362,204,3,49.45
13363,90,6,176.67
13364,167,4,112.27
13365,498,1,29.99
13366,498,1,30.72
13367,162,2,35.79
13368,168,9,239.0
13369,498,1,15.76
13370,498,1,23.54
13371,498,1,30.76
13372,30,2,66.69
13373,25,10,165.35
13374,63,5,72.21
13375,454,2,86.34
13376,498,1,14.37
13377,498,1,33.4
13378,498,1,49.37
13379,498,1,31.87
13380,64,5,98.27
13381,498,1,9.77
13382,247,2,30.85
13383,498,1,61.98
13384,98,7,401.27
13385,51,3,46.02
13386,7,18,975.16
13387,56,4,199.52
13388,498,1,34.56
13389,344,3,61.86
13390,100,8,230.4
13391,498,1,14.79
13392,18,6,160.4
13393,29,4,145.08
13394,51,3,60.76
13395,498,1,5.78
13396,132,6,136.91
13397,498,1,15.96
13398,498,1,37.91
13399,498,1,14.99
13400,498,1,10.77
13401,498,1,15.76
13402,338,2,18.76
13403,11,24,643.01
13404,498,1,9.97
13405,498,1,27.74
13406,96,5,132.69
13407,385,5,164.18
13408,498,1,0.0
13409,95,2,24.85
13410,286,2,37.47
13411,498,1,23.54
13412,498,1,15.36
13413,457,2,33.44
13414,487,2,27.74
13415,66,3,33.96
13416,498,1,26.77
13417,136,3,149.53
13418,498,1,27.77
13419,426,2,59.71
13420,369,3,48.62
13421,387,2,82.22
13422,498,1,11.77
13423,275,2,83.55
13424,498,1,8.78
13425,10,8,366.6
13426,498,1,40.0
13427,196,3,61.01
13428,498,1,9.99
13429,158,5,124.56
13430,471,3,109.37
13431,84,9,148.58
13432,45,3,74.46
13433,413,2,39.34
13434,498,1,0.0
13435,122,7,201.93
13436,498,1,25.76
13437,6,8,183.33
13438,498,1,32.66
13439,3,21,705.33
13440,498,1,13.98
13441,112,2,49.98
13442,498,1,11.77
13443,498,1,9.98
13444,498,1,145.74
13445,494,1,14.96
13446,498,1,15.36
13447,498,1,18.99
13448,413,4,58.85
13449,324,16,1452.44
13450,131,7,169.78
13451,91,4,302.03
13452,372,5,231.21
13453,168,7,412.39
13454,495,1,28.93
13455,493,1,28.31
13456,351,2,86.41
13457,498,1,14.37
13458,277,5,148.12
13459,376,2,30.32
13460,46,12,350.74
13461,25,6,181.45
13462,253,3,127.96
13463,114,11,170.59
13464,498,1,4.79
13465,498,1,25.35
13466,498,1,83.97
13467,498,1,11.77
13468,15,7,274.88
13469,370,2,63.65
13470,435,2,27.73
13471,401,6,104.53
13472,24,34,1436.24
13473,497,1,15.36
13474,497,1,11.77
13475,308,9,542.63
13476,497,1,16.76
13477,497,1,13.97
13478,497,1,13.97
13479,497,1,82.62
13480,289,2,64.91
13481,497,1,74.8
13482,497,1,11.77
13483,497,1,6.79
13484,497,1,11.77
13485,497,1,15.36
13486,497,1,10.77
13487,72,11,405.31
13488,497,1,106.18
13489,371,2,31.32
13490,177,8,344.91
13491,497,1,13.97
13492,497,1,72.61
13493,4,8,622.64
13494,497,1,14.96
13495,497,1,29.16
13496,93,2,34.75
13497,55,20,1183.82
13498,497,1,22.77
13499,283,5,348.25
13500,16,5,157.92
13501,169,4,139.85
13502,329,3,90.83
13503,497,1,12.49
13504,441,3,390.35
13505,229,3,70.29
13506,246,2,71.79
13507,497,1,57.28
13508,497,1,126.37
13509,497,1,27.76
13510,23,2,133.65
13511,426,4,124.93
13512,307,3,226.68
13513,497,2,186.52
13514,460,2,80.61
13515,497,1,290.95
13516,497,1,15.36
13517,497,1,14.37
13518,497,1,26.99
13519,112,6,196.62
13520,99,5,516.05
13521,484,2,60.96
13522,497,1,36.54
13523,261,17,559.36
13524,85,3,35.95
13525,497,1,22.77
13526,497,1,50.97
13527,108,5,358.48
13528,212,5,127.65
13529,496,2,35.98
13530,497,1,24.37
13531,107,6,212.93
13532,497,1,29.92
13533,60,8,150.83
13534,497,1,25.74
13535,51,3,41.48
13536,343,3,71.46
13537,497,1,29.13
13538,497,1,29.92
13539,497,1,35.91
13540,497,1,15.96
13541,27,10,728.98
13542,497,1,15.36
13543,173,4,187.07
13544,106,4,122.41
13545,460,2,26.76
13546,13,12,404.33
13547,497,1,20.55
13548,497,1,7.78
13549,158,2,54.12
13550,120,2,75.71
13551,168,3,105.33
13552,449,2,29.87
13553,497,1,46.08
13554,497,1,30.0
13555,497,1,14.96
13556,196,3,75.29
13557,148,2,38.57
13558,497,1,35.37
13559,497,1,41.9
13560,130,4,162.73
13561,497,1,26.76
13562,171,5,225.78
13563,18,15,1220.62
13564,497,1,15.99
13565,1,24,981.8
13566,497,1,27.74
13567,26,5,179.51
13568,497,1,53.33
13569,497,1,21.99
13570,439,3,136.69
13571,433,2,89.17
13572,35,4,157.78
13573,103,4,137.43
13574,204,2,43.25
13575,436,3,94.47
13576,173,2,23.26
13577,253,3,52.83
13578,497,1,15.36
13579,497,1,15.36
13580,497,1,36.73
13581,497,1,26.76
13582,227,9,272.12
13583,19,5,125.13
13584,497,1,15.36
13585,497,1,17.76
13586,495,1,39.51
13587,287,2,60.98
13588,119,5,422.7
13589,497,1,27.28
13590,474,2,42.93
13591,105,2,62.42
13592,497,1,50.54
13593,487,2,161.15
13594,497,4,46.0
13595,223,5,137.47
13596,497,1,12.77
13597,497,1,19.76
13598,497,1,32.72
13599,497,1,31.54
13600,497,1,81.4
13601,497,1,17.76
13602,497,1,12.49
13603,24,21,704.14
13604,202,5,139.97
13605,497,1,16.96
13606,314,3,82.1
13607,337,5,72.24
13608,497,1,31.31
13609,1,18,491.47
13610,477,2,80.62
13611,497,1,25.74
13612,497,1,37.31
13613,497,1,21.77
13614,453,4,85.79
13615,472,2,30.74
13616,497,1,29.98
13617,470,1,19.56
13618,497,1,12.77
13619,103,11,235.53
13620,497,1,12.49
13621,497,1,53.91
13622,497,1,28.74
13623,497,1,13.97
13624,38,2,48.61
13625,497,1,11.77
13626,497,1,108.97
13627,497,1,37.98
13628,371,3,124.31
13629,497,1,13.97
13630,497,1,12.97
13631,21,5,147.47
13632,497,1,19.99
13633,497,1,12.49
13634,497,1,22.74
13635,481,1,41.72
13636,46,11,150.85
13637,489,2,52.08
13638,32,14,533.29
13639,497,1,34.97
13640,497,1,11.77
13641,425,2,61.7
13642,497,1,24.98
13643,497,1,14.37
13644,375,2,67.66
13645,38,7,342.29
13646,497,1,12.49
13647,474,2,33.48
13648,497,1,29.27
13649,497,1,59.97
13650,497,1,58.98
13651,455,2,21.28
13652,200,8,193.03
13653,381,3,153.69
13654,497,1,11.77
13655,220,2,78.41
13656,497,1,35.2
13657,497,1,9.77
13658,97,9,291.55
13659,497,1,15.76
13660,441,3,34.5
13661,497,1,11.77
13662,497,1,95.35
13663,497,1,86.11
13664,497,1,93.47
13665,497,1,12.49
13666,173,6,311.62
13667,223,5,132.68
13668,497,1,32.9
13669,483,3,88.63
13670,497,1,17.7
13671,489,1,14.37
13672,3,2,66.06
13673,497,1,32.98
13674,497,1,173.83
13675,497,1,13.97
13676,203,8,437.25
13677,497,1,26.76
13678,127,4,157.53
13679,497,1,29.98
13680,15,14,709.8
13681,497,1,19.99
13682,497,1,59.48
13683,497,1,13.97
13684,392,2,80.22
13685,164,4,57.93
13686,163,8,132.02
13687,497,1,25.96
13688,1,10,323.24
13689,497,1,12.77
13690,497,1,26.14
13691,344,8,369.38
13692,497,1,25.93
13693,496,1,52.87
13694,209,3,89.16
13695,497,1,14.99
13696,480,1,26.74
13697,497,1,29.73
13698,497,1,35.77
13699,217,3,71.07
13700,67,5,204.24
13701,7,3,61.51
13702,92,5,282.23
13703,496,1,19.96
13704,311,2,39.51
13705,117,10,168.27
13706,497,1,39.71
13707,415,2,29.53
13708,2,28,464.45
13709,13,6,127.4
13710,60,8,258.88
13711,323,7,95.3
13712,497,1,10.77
13713,497,1,27.77
13714,496,1,15.36
13715,497,1,13.97
13716,172,2,62.93
13717,494,2,50.01
13718,497,1,39.5
13719,155,5,168.5
13720,497,1,23.54
13721,497,1,14.37
13722,437,2,27.13
13723,358,4,84.99
13724,497,1,14.96
13725,433,7,156.89
13726,497,1,24.99
13727,497,1,31.32
13728,497,1,13.97
13729,497,1,33.98
13730,234,2,128.23
13731,201,2,61.37
13732,179,10,359.85
13733,497,1,19.99
13734,497,1,32.99
13735,25,2,61.26
13736,74,4,242.3
13737,497,1,77.8
13738,471,1,12.49
13739,497,1,11.77
13740,308,3,42.53
13741,497,1,41.51
13742,497,1,25.76
13743,497,1,36.93
13744,303,9,166.78
13745,497,1,23.54
13746,497,1,77.83
13747,497,1,57.12
13748,497,1,6.77
13749,497,1,15.36
13750,497,2,29.33
13751,497,1,5.78
13752,174,5,64.21
13753,42,4,68.56
13754,213,5,74.38
13755,235,4,53.12
13756,215,3,97.99
13757,496,1,52.33
13758,497,1,26.96
13759,497,1,27.37
13760,9,4,62.67
13761,232,2,52.91
13762,496,2,25.74
13763,338,3,71.51
13764,465,2,30.6
13765,496,1,65.74
13766,497,1,15.36
13767,497,1,14.37
13768,497,1,46.77
13769,464,3,70.08
13770,496,1,20.99
13771,496,1,15.36
13772,203,3,56.67
13773,496,1,25.74
13774,496,1,14.9
13775,486,2,21.98
13776,490,1,15.96
13777,476,3,266.83
13778,140,2,29.95
13779,356,8,133.68
13780,496,1,23.54
13781,273,2,21.26
13782,396,12,408.21
13783,121,3,65.22
13784,496,1,15.96
13785,496,1,14.96
13786,229,6,142.19
13787,126,7,433.54
13788,88,2,35.35
13789,496,1,39.99
13790,284,3,124.85
13791,496,1,11.77
13792,484,1,85.21
13793,483,3,29.73
13794,496,1,29.58
13795,496,1,19.97
13796,16,14,245.02
13797,483,2,86.87
13798,496,1,14.37
13799,495,1,55.49
13800,496,1,11.77
13801,496,1,9.98
13802,485,2,55.88
13803,496,1,33.31
13804,469,2,45.47
13805,496,1,32.98
13806,120,4,315.93
13807,496,1,38.77
13808,434,8,243.84
13809,477,1,47.72
13810,339,3,72.46
13811,473,4,75.84
13812,496,1,15.96
13813,491,1,42.49
13814,193,7,321.41
13815,476,2,43.44
13816,491,1,44.52
13817,496,1,35.4
13818,496,1,27.13
13819,496,1,24.94
13820,193,6,685.78
13821,478,2,40.7
13822,496,1,26.73
13823,71,7,413.03
13824,298,2,65.69
13825,496,1,20.48
13826,496,1,12.97
13827,496,1,13.97
13828,496,1,29.98
13829,496,1,11.77
13830,203,2,91.49
13831,245,3,126.58
13832,496,1,19.99
13833,496,1,22.97
13834,259,3,49.95
13835,123,4,128.02
13836,496,1,40.97
13837,496,1,75.14
13838,400,2,106.98
13839,496,1,26.99
13840,496,1,14.99
13841,488,1,129.51
13842,442,5,129.32
13843,496,1,26.76
13844,496,1,19.99
13845,74,5,274.68
13846,6,17,660.23
13847,496,1,14.79
13848,496,1,25.74
13849,496,1,5.99
13850,496,1,27.73
13851,496,1,18.77
13852,496,1,14.37
13853,496,1,18.76
13854,496,1,39.98
13855,34,13,382.18
13856,496,1,15.96
13857,160,3,151.15
13858,496,1,39.1
13859,484,3,47.28
13860,496,1,19.99
13861,491,1,71.86
13862,490,1,24.46
13863,496,1,41.9
13864,139,2,85.35
13865,496,1,53.07
13866,496,1,15.3
13867,119,12,207.84
13868,496,1,12.49
13869,496,1,26.14
13870,496,1,11.77
13871,490,1,4.79
13872,208,2,141.44
13873,257,3,35.44
13874,225,2,124.9
13875,496,1,23.54
13876,496,1,11.77
13877,496,1,19.28
13878,496,1,11.77
13879,97,3,108.27
13880,460,3,62.32
13881,422,3,168.79
13882,496,1,57.86
13883,496,1,12.79
13884,453,2,76.49
13885,496,1,22.35
13886,365,3,70.88
13887,496,1,104.94
13888,32,13,372.31
13889,496,1,39.29
13890,100,6,296.02
13891,496,1,15.96
13892,496,1,34.98
13893,496,1,44.29
13894,229,4,257.82
13895,496,1,16.99
13896,496,1,23.99
13897,496,1,54.73
13898,496,1,13.97
13899,496,1,17.7
13900,20,2,55.48
13901,144,8,212.18
13902,21,4,223.31
13903,7,18,543.83
13904,75,3,34.22
13905,496,1,43.7
13906,87,3,112.86
13907,227,5,190.78
13908,496,1,26.99
13909,104,4,131.6
13910,74,7,196.32
13911,18,4,103.84
13912,496,1,11.77
13913,27,5,195.17
13914,473,2,63.56
13915,496,1,55.28
13916,496,1,23.76
13917,496,1,20.97
13918,496,1,35.8
13919,274,4,73.51
13920,496,1,77.9
13921,474,2,100.82
13922,101,4,76.85
13923,483,2,125.93
13924,489,2,43.85
13925,496,1,108.97
13926,496,1,8.77
13927,494,2,38.53
13928,81,5,64.09
13929,480,3,156.12
13930,496,1,54.97
13931,49,7,1079.82
13932,490,1,28.54
13933,493,1,152.43
13934,471,2,33.0
13935,358,2,35.92
13936,496,1,14.96
13937,371,2,186.75
13938,14,6,182.47
13939,418,3,83.34
13940,48,4,92.32
13941,271,2,53.94
13942,496,1,15.36
13943,27,3,100.02
13944,496,1,59.13
13945,3,6,179.2
13946,495,2,69.25
13947,496,1,26.76
13948,34,8,292.14
13949,471,2,39.98
13950,496,1,23.99
13951,496,1,161.94
13952,496,1,14.99
13953,491,1,14.96
13954,20,6,130.19
13955,198,12,650.2
13956,407,2,31.12
13957,408,2,24.76
13958,243,4,50.33
13959,94,3,253.35
13960,88,2,71.59
13961,146,3,39.95
13962,445,2,44.9
13963,116,4,160.3
13964,496,1,30.92
13965,284,3,34.75
13966,496,1,44.29
13967,96,17,586.78
13968,496,1,23.99
13969,101,2,71.98
13970,489,1,65.04
13971,459,2,66.48
13972,496,1,13.97
13973,446,3,66.46
13974,32,18,369.57
13975,110,2,67.89
13976,106,5,121.85
13977,81,5,182.31
13978,229,2,26.85
13979,64,12,181.37
13980,496,1,13.97
13981,407,2,39.71
13982,481,2,25.54
13983,496,1,30.33
13984,496,1,30.72
13985,39,4,66.32
13986,496,1,29.52
13987,477,2,39.3
13988,232,2,98.07
13989,478,2,28.34
13990,496,1,16.36
13991,29,6,185.81
13992,496,1,49.69
13993,496,1,14.37
13994,496,1,39.35
13995,496,1,26.0
13996,474,1,55.65
13997,208,2,40.93
13998,496,1,15.36
13999,60,2,118.94
14000,423,3,84.68
14001,496,1,16.99
14002,494,1,30.15
14003,96,3,125.7
14004,496,1,164.94
14005,212,8,270.71
14006,37,8,244.48
14007,496,1,14.96
14008,345,4,146.28
14009,266,4,156.4
14010,27,7,646.71
14011,496,1,32.99
14012,450,2,62.65
14013,496,1,14.79
14014,429,2,68.43
14015,134,10,387.07
14016,496,1,69.7
14017,496,1,11.77
14018,231,8,646.89
14019,16,5,615.04
14020,496,1,24.74
14021,282,2,24.76
14022,496,1,23.54
14023,64,18,985.37
14024,496,1,11.77
14025,496,1,8.77
14026,482,3,177.16
14027,496,1,19.99
14028,496,1,11.77
14029,496,1,37.97
14030,496,1,15.96
14031,496,1,11.99
14032,36,2,35.25
14033,496,1,25.28
14034,285,2,54.72
14035,496,1,14.79
14036,119,5,63.47
14037,496,1,39.87
14038,436,3,173.84
14039,139,15,1156.47
14040,496,1,25.77
14041,496,1,24.98
14042,204,3,55.71
14043,187,2,225.26
14044,115,6,143.79
14045,361,2,26.14
14046,79,26,267.89
14047,351,3,32.51
14048,0,217,8976.33
14049,420,2,81.8
14050,496,1,14.37
14051,477,2,79.6
14052,496,1,14.37
14053,488,1,13.99
14054,496,1,14.96
14055,496,1,40.28
14056,467,2,41.98
14057,496,1,41.1
14058,340,2,163.03
14059,353,4,74.37
14060,496,1,12.97
14061,495,1,4.79
14062,24,3,37.94
14063,86,8,277.34
14064,495,1,40.73
14065,495,1,11.77
14066,495,1,13.97
14067,326,2,35.71
14068,0,5,64.7
14069,145,6,268.04
14070,495,1,17.3
14071,276,5,79.47
14072,495,1,28.56
14073,19,3,57.68
14074,475,2,109.18
14075,488,2,31.66
14076,495,1,14.96
14077,495,1,31.54
14078,219,5,168.19
14079,51,4,67.33
14080,495,1,11.77
14081,50,22,436.95
14082,495,1,19.99
14083,48,20,585.58
14084,243,10,541.66
14085,290,2,42.34
14086,2,6,78.13
14087,495,1,27.66
14088,495,1,15.96
14089,15,25,501.28
14090,482,1,14.96
14091,8,3,61.21
14092,331,3,47.88
14093,487,2,43.3
14094,495,1,27.94
14095,229,3,125.18
14096,495,1,18.99
14097,495,1,27.14
14098,48,4,47.96
14099,296,8,497.76
14100,76,4,212.07
14101,495,1,27.94
14102,488,1,24.67
14103,74,3,63.08
14104,495,1,14.96
14105,203,4,157.67
14106,288,4,97.72
14107,371,6,188.94
14108,46,4,562.29
14109,435,2,22.54
14110,206,2,65.75
14111,495,1,16.7
14112,18,13,432.01
14113,495,1,68.26
14114,382,2,58.42
14115,495,1,13.97
14116,495,1,23.54
14117,169,2,74.04
14118,139,10,425.38
14119,338,2,131.06
14120,495,1,15.36
14121,60,3,47.69
14122,495,1,57.9
14123,70,4,142.48
14124,482,3,112.51
14125,343,3,39.96
14126,414,3,210.98
14127,489,1,11.97
14128,495,1,15.96
14129,495,1,11.77
14130,495,1,15.76
14131,495,1,15.36
14132,205,5,100.47
14133,495,1,11.77
14134,495,1,29.73
14135,490,1,71.0
14136,495,1,11.77
14137,30,6,193.32
14138,495,1,282.92
14139,39,6,72.69
14140,495,2,46.25
14141,376,2,27.76
14142,199,4,235.11
14143,495,1,15.36
14144,495,1,14.37
14145,490,2,40.11
14146,4,12,388.47
14147,490,3,182.13
14148,495,1,27.71
14149,61,5,193.2
14150,494,1,27.93
14151,495,1,9.77
14152,48,3,101.21
14153,33,7,750.37
14154,104,6,137.59
14155,347,2,48.29
14156,495,1,100.43
14157,370,3,358.28
14158,44,4,220.64
14159,495,1,12.77
14160,495,1,11.77
14161,175,7,94.86
14162,458,2,56.28
14163,482,3,270.4
14164,495,1,15.36
14165,495,1,55.13
14166,208,3,53.43
14167,445,4,135.35
14168,495,1,13.97
14169,495,1,188.41
14170,238,6,80.05
14171,495,1,86.97
14172,427,2,45.68
14173,495,1,30.32
14174,122,4,64.04
14175,34,6,169.99
14176,495,1,29.99
14177,374,7,189.3
14178,495,1,70.93
14179,476,3,68.82
14180,316,5,163.15
14181,17,4,95.43
14182,494,1,58.85
14183,495,3,78.69
14184,20,16,675.99
14185,60,8,154.3
14186,495,1,12.77
14187,495,1,27.99
14188,495,1,19.54
14189,495,1,14.37
14190,156,4,87.69
14191,274,2,26.45
14192,425,2,25.74
14193,495,1,14.79
14194,426,2,25.74
14195,425,2,25.74
14196,322,2,46.88
14197,495,1,14.9
14198,159,8,315.1
14199,495,1,16.36
14200,376,5,197.44
14201,495,1,5.98
14202,495,1,3.99
14203,495,1,48.68
14204,81,6,106.65
14205,98,3,56.53
14206,334,2,20.68
14207,92,6,181.63
14208,88,8,667.62
14209,406,2,56.82
14210,22,3,219.49
14211,495,1,33.8
14212,483,1,15.36
14213,495,1,22.54
14214,494,1,12.49
14215,495,1,50.29
14216,495,1,38.44
14217,104,5,311.91
14218,495,1,18.76
14219,27,2,123.39
14220,495,1,13.97
14221,13,3,84.5
14222,495,1,81.96
14223,76,4,93.81
14224,495,1,14.37
14225,495,1,14.96
14226,27,3,94.69
14227,495,1,15.36
14228,128,3,140.41
14229,116,24,804.85
14230,212,3,51.11
14231,495,1,11.77
14232,25,3,156.5
14233,495,1,19.99
14234,108,8,287.68
14235,495,1,19.99
14236,306,3,233.26
14237,196,7,104.88
14238,495,2,74.22
14239,13,5,76.28
14240,480,2,48.36
14241,315,3,63.71
14242,495,1,29.73
14243,232,2,28.48
14244,495,1,49.53
14245,494,2,106.58
14246,495,1,13.97
14247,494,2,53.27
14248,490,1,16.3
14249,440,2,19.16
14250,495,1,63.34
14251,423,4,45.27
14252,317,4,114.76
14253,69,2,54.22
14254,495,1,19.7
14255,495,1,64.93
14256,124,3,36.12
14257,495,1,19.97
14258,494,1,26.99
14259,495,1,10.99
14260,282,8,149.02
14261,75,7,97.42
14262,493,2,91.15
14263,495,1,60.05
14264,495,1,28.76
14265,51,5,196.35
14266,495,1,19.77
14267,495,1,25.16
14268,221,2,56.91
14269,36,4,180.94
14270,479,1,19.99
14271,72,3,48.5
14272,495,1,13.97
14273,495,1,6.77
14274,467,3,171.38
14275,108,5,141.64
14276,495,1,19.99
14277,495,1,58.28
14278,494,1,15.96
14279,495,1,74.58
14280,495,1,15.99
14281,369,2,42.09
14282,495,1,19.99
14283,464,1,13.97
14284,327,3,201.95
14285,403,2,46.87
14286,160,2,36.09
14287,495,1,30.97
14288,417,3,284.34
14289,74,2,15.96
14290,15,4,51.47
14291,414,3,68.07
14292,495,1,26.73
14293,495,1,15.36
14294,495,1,11.77
14295,240,4,338.76
14296,68,12,389.93
14297,475,2,38.51
14298,31,5,94.67
14299,223,3,70.25
14300,495,1,21.99
14301,495,1,8.99
14302,99,2,44.25
14303,164,3,52.43
14304,495,1,18.99
14305,30,16,506.21
14306,495,1,3.99
14307,486,2,44.88
14308,419,2,40.71
14309,495,1,12.99
14310,495,1,15.36
14311,474,3,76.97
14312,495,1,15.96
14313,495,1,15.76
14314,3,9,425.46
14315,31,5,142.78
14316,72,3,118.93
14317,492,1,20.99
14318,454,2,49.29
14319,7,6,228.24
14320,495,1,30.32
14321,214,4,92.0
14322,495,1,16.77
14323,495,1,23.54
14324,495,1,6.79
14325,56,6,134.17
14326,109,6,90.67
14327,495,1,84.08
14328,495,1,18.76
14329,340,2,213.92
14330,418,4,110.19
14331,495,1,16.99
14332,494,1,28.93
14333,82,7,157.73
14334,302,4,86.61
14335,336,2,43.89
14336,191,2,41.94
